fuzzy_name	season	compound_mean_mean	compound_mean_std	user_count	Player	From	To	Pos_x	Ht	Wt	Birth Date	Colleges	Race	Rk	Pos_y	Age	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRBP	ASTP	STLP	BLKP	TOV%	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	Tm	FG	FGA	FG%	3P	3PA	ThreePP	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PPG	year	Wins	total_population	metro_percent_white	metro_percent_black	clinton_vote_lead	experience	youth	oldness	white_black_diff	height_dummies
aaron brooks	2017	0.09050907407407406	0.44334202390612715	54	aaron brooks	2008	2018	G	72	161	14-Jan-85	University of Oregon	B	65	PG	33	32	189	9.8	0.508	0.449	0.159	4.2	6.2	5.2	15.1	1.6	0.0	13.0	19.9	0.1	0.1	0.1	0.033	-0.8	-3.6	-4.3	-0.1	MIN	0.9	2.2	0.406	0.3	1.0	0.355	0.5	1.2	0.447	0.486	0.3	0.3	0.727	0.2	0.3	0.5	0.6	0.2	0.0	0.3	0.9	2.3	2018	47	3488436	80.3	7.8	0.3531	10	0.0	6.618534482758619	72.5	short
aaron gordon	2015	0.14098984725109728	0.42625592701280257	111	aaron gordon	2015	2018	F	81	220	16-Sep-95	University of Arizona	M	159	PF	20	78	1863	17.0	0.541	0.245	0.33299999999999996	9.0	21.3	15.1	10.3	1.6	2.4	9.0	17.3	3.2	2.2	5.4	0.139	0.6	1.2	1.8	1.8	ORL	3.5	7.4	0.473	0.5	1.8	0.29600000000000004	3.0	5.6	0.531	0.509	1.7	2.5	0.6679999999999999	2.0	4.5	6.5	1.6	0.8	0.7	0.8	2.0	9.2	2016	35	2328508	71.2	16.3	0.2464	1	6.381465517241381	0.0	54.900000000000006	tall
aaron gordon	2016	0.1319450615373935	0.42867070931519785	122	aaron gordon	2015	2018	F	81	220	16-Sep-95	University of Arizona	M	157	SF	21	80	2298	14.5	0.53	0.309	0.251	5.3	14.1	9.6	10.5	1.4	1.4	8.5	20.1	2.0	1.7	3.7	0.077	-0.2	-0.4	-0.7	0.8	ORL	4.9	10.8	0.45399999999999996	1.0	3.3	0.28800000000000003	4.0	7.5	0.528	0.499	2.0	2.7	0.7190000000000001	1.5	3.6	5.1	1.9	0.8	0.5	1.1	2.2	12.7	2017	29	2328508	71.2	16.3	0.2464	2	5.381465517241381	0.0	54.900000000000006	tall
aaron gordon	2017	0.19161597971415392	0.43228233633777713	241	aaron gordon	2015	2018	F	81	220	16-Sep-95	University of Arizona	M	179	PF	22	58	1909	16.5	0.53	0.395	0.26	5.0	21.5	13.2	11.7	1.5	1.9	10.0	24.7	0.9	2.0	2.9	0.07200000000000001	0.0	0.0	0.0	1.0	ORL	6.5	14.9	0.434	2.0	5.9	0.336	4.5	9.0	0.49700000000000005	0.5	2.7	3.9	0.698	1.5	6.4	7.9	2.3	1.0	0.8	1.8	1.9	17.6	2018	25	2328508	71.2	16.3	0.2464	3	4.381465517241381	0.0	54.900000000000006	tall
al horford	2015	0.10610649363669594	0.4152223202525955	855	al horford	2008	2018	C-F	82	245	3-Jun-86	University of Florida	B	207	C	29	82	2631	19.4	0.565	0.244	0.12300000000000001	6.3	18.2	12.4	16.7	1.3	3.6	8.8	20.6	4.9	4.5	9.4	0.172	1.5	2.6	4.1	4.1	ATL	6.5	12.8	0.505	1.1	3.1	0.344	5.4	9.7	0.557	0.547	1.3	1.6	0.7979999999999999	1.8	5.5	7.3	3.2	0.8	1.5	1.3	2.0	15.2	2016	48	5612777	55.1	33.5	0.4212	8	0.0	2.618534482758619	21.6	tall
al horford	2016	0.10610649363669594	0.4152223202525955	855	al horford	2008	2018	C-F	82	245	3-Jun-86	University of Florida	B	203	C	30	68	2193	17.7	0.5529999999999999	0.302	0.16899999999999998	4.9	18.6	11.8	24.4	1.2	3.2	11.8	19.7	3.6	2.7	6.3	0.138	1.0	2.0	3.1	2.8	BOS	5.6	11.8	0.473	1.3	3.6	0.355	4.3	8.2	0.524	0.527	1.6	2.0	0.8	1.4	5.4	6.8	5.0	0.8	1.3	1.7	2.0	14.0	2017	53	4728844	77.3	8.0	0.3815	9	0.0	3.618534482758619	69.3	tall
al horford	2017	0.17253767964015576	0.40158556109576765	1634	al horford	2008	2018	C-F	82	245	3-Jun-86	University of Florida	B	227	C	31	72	2277	17.6	0.575	0.3	0.159	5.0	20.2	12.7	23.6	0.9	2.9	14.1	18.4	4.0	3.8	7.8	0.165	1.1	2.9	4.0	3.5	BOS	5.1	10.5	0.489	1.3	3.1	0.429	3.8	7.3	0.514	0.5529999999999999	1.3	1.7	0.7829999999999999	1.4	5.9	7.4	4.7	0.6	1.1	1.8	1.9	12.9	2018	55	4728844	77.3	8.0	0.3815	10	0.0	4.618534482758619	69.3	tall
al jefferson	2015	0.07075308004285279	0.45649153115769486	198	al jefferson	2005	2018	C-F	82	289	4-Jan-85		B	222	C	31	47	1096	18.2	0.507	0.0	0.22	5.6	24.6	15.0	11.8	1.4	3.0	5.8	24.2	1.0	1.8	2.8	0.12300000000000001	-2.3	1.2	-1.1	0.2	CHO	5.2	10.7	0.485	0.0	0.0	0.3191177829099309	5.2	10.7	0.485	0.485	1.5	2.4	0.649	1.2	5.2	6.4	1.5	0.6	0.9	0.7	2.5	12.0	2016	48	2381152	68.4	22.2	0.2987	11	0.0	4.618534482758619	46.2	tall
al jefferson	2016	0.06914042182387257	0.45064469314797584	213	al jefferson	2005	2018	C-F	82	289	4-Jan-85		B	221	C	32	66	931	18.9	0.526	0.002	0.18	9.2	24.2	16.8	11.0	1.0	1.5	6.1	26.1	1.2	1.1	2.3	0.11900000000000001	-1.5	-1.5	-3.1	-0.2	IND	3.6	7.1	0.499	0.0	0.0	0.0	3.6	7.1	0.5	0.499	1.0	1.3	0.765	1.1	3.1	4.2	0.9	0.3	0.2	0.5	1.9	8.1	2017	42	1968768	77.4	14.9	0.2283	12	0.0	5.618534482758619	62.50000000000001	tall
al jefferson	2017	0.13806468855218856	0.47325811748292396	198	al jefferson	2005	2018	C-F	82	289	4-Jan-85		B	250	C	33	36	484	20.2	0.563	0.013999999999999999	0.17300000000000001	7.0	26.2	16.7	10.0	1.7	4.2	8.6	22.5	0.8	0.8	1.6	0.158	-1.7	1.3	-0.5	0.2	IND	3.1	5.8	0.534	0.0	0.1	0.0	3.1	5.7	0.541	0.534	0.8	1.0	0.833	0.8	3.1	4.0	0.8	0.4	0.6	0.6	1.8	7.0	2018	48	1968768	77.4	14.9	0.2283	13	0.0	6.618534482758619	62.50000000000001	tall
al-farouq aminu	2015	0.060195482176081665	0.4161944490935434	168	al-farouq aminu	2011	2018	F	81	220	21-Sep-90	Wake Forest University	B	11	SF	25	82	2341	12.7	0.5329999999999999	0.485	0.217	4.5	18.6	11.5	8.8	1.5	1.8	13.2	16.9	1.7	2.3	4.0	0.08199999999999999	-0.4	0.7	0.2	1.3	POR	3.6	8.8	0.41600000000000004	1.5	4.3	0.361	2.1	4.5	0.46799999999999997	0.503	1.4	1.9	0.737	1.2	4.9	6.1	1.7	0.9	0.6	1.5	2.1	10.2	2016	44	2351319	81.9	2.8	0.5833	5	1.3814655172413808	0.0	79.10000000000001	tall
al-farouq aminu	2016	0.06034523416020863	0.416140757030382	168	al-farouq aminu	2011	2018	F	81	220	21-Sep-90	Wake Forest University	B	10	PF	26	61	1773	11.3	0.506	0.455	0.292	4.8	23.5	14.1	7.9	1.7	2.0	15.2	15.4	-0.1	2.0	1.9	0.051	-2.3	1.2	-1.1	0.4	POR	3.0	7.6	0.39299999999999996	1.1	3.5	0.33	1.9	4.2	0.445	0.46799999999999997	1.6	2.2	0.706	1.3	6.1	7.4	1.6	1.0	0.7	1.5	1.7	8.7	2017	41	2351319	81.9	2.8	0.5833	6	0.3814655172413808	0.0	79.10000000000001	tall
al-farouq aminu	2017	0.15887337149264774	0.3951143857378703	222	al-farouq aminu	2011	2018	F	81	220	21-Sep-90	Wake Forest University	B	11	PF	27	69	2072	12.0	0.522	0.5820000000000001	0.13699999999999998	5.2	22.3	13.8	5.8	1.9	1.6	11.3	14.8	0.9	3.2	4.2	0.09699999999999999	-0.8	1.9	1.1	1.6	POR	3.3	8.4	0.395	1.8	4.9	0.369	1.5	3.5	0.43200000000000005	0.503	0.9	1.2	0.738	1.4	6.2	7.6	1.2	1.1	0.6	1.1	2.0	9.3	2018	49	2351319	81.9	2.8	0.5833	7	0.0	0.6185344827586192	79.10000000000001	tall
alec burks	2015	0.14510482519195483	0.34263781491866707	81	alec burks	2012	2018	G	78	214	20-Jul-91	University of Colorado	B	70	SG	24	31	797	14.3	0.52	0.237	0.42200000000000004	2.4	13.6	8.0	13.9	1.2	0.4	11.4	25.9	0.7	0.8	1.5	0.09	-0.9	-1.6	-2.5	-0.1	UTA	4.4	10.8	0.41	1.0	2.5	0.405	3.4	8.2	0.41200000000000003	0.45799999999999996	3.4	4.5	0.752	0.5	3.0	3.5	2.0	0.6	0.1	1.6	2.3	13.3	2016	40	1154504	81.7	1.6	0.1022	4	2.381465517241381	0.0	80.10000000000001	medium
alec burks	2016	0.14510482519195483	0.34263781491866707	81	alec burks	2012	2018	G	78	214	20-Jul-91	University of Colorado	B	65	SG	25	42	653	11.6	0.501	0.306	0.315	3.1	17.7	10.6	7.5	1.4	0.6	11.0	22.7	-0.1	0.9	0.8	0.055999999999999994	-3.3	-0.9	-4.2	-0.4	UTA	2.4	5.9	0.39899999999999997	0.6	1.8	0.32899999999999996	1.8	4.1	0.43	0.45	1.4	1.9	0.769	0.4	2.5	2.9	0.7	0.4	0.1	0.8	1.2	6.7	2017	51	1154504	81.7	1.6	0.1022	5	1.3814655172413808	0.0	80.10000000000001	medium
alec burks	2017	0.08876898962148962	0.3854827850429812	130	alec burks	2012	2018	G	78	214	20-Jul-91	University of Colorado	B	78	SG	26	64	1059	13.1	0.527	0.34299999999999997	0.3	2.1	18.4	10.3	10.0	1.8	0.6	11.4	22.5	0.2	1.6	1.9	0.084	-2.5	-0.3	-2.8	-0.2	UTA	2.7	6.5	0.41100000000000003	0.7	2.2	0.331	1.9	4.3	0.452	0.467	1.7	1.9	0.863	0.3	2.7	3.0	1.0	0.6	0.1	0.9	1.2	7.7	2018	48	1154504	81.7	1.6	0.1022	6	0.3814655172413808	0.0	80.10000000000001	medium
alex abrines	2016	0.20857147025813697	0.42646764160451406	99	alex abrines	2017	2018	G-F	78	190	1-Aug-93		W	1	SG	23	68	1055	10.1	0.56	0.7240000000000001	0.14400000000000002	1.9	7.1	4.5	5.5	1.7	0.6	8.3	15.9	1.2	0.9	2.1	0.096	-0.3	-2.2	-2.5	-0.1	OKC	2.0	5.0	0.39299999999999996	1.4	3.6	0.381	0.6	1.4	0.426	0.531	0.6	0.7	0.898	0.3	1.0	1.3	0.6	0.5	0.1	0.5	1.7	6.0	2017	47	1337075	74.1	10.2	0.1051	0	3.381465517241381	0.0	63.89999999999999	medium
alex abrines	2017	0.12865603216178478	0.4049348280399133	279	alex abrines	2017	2018	G-F	78	190	1-Aug-93		W	1	SG	24	75	1134	9.0	0.5670000000000001	0.759	0.158	2.5	8.9	5.6	3.4	1.7	0.6	7.4	12.7	1.3	1.0	2.2	0.094	-0.5	-1.7	-2.2	-0.1	OKC	1.5	3.9	0.395	1.1	2.9	0.38	0.4	0.9	0.44299999999999995	0.54	0.5	0.6	0.848	0.3	1.2	1.5	0.4	0.5	0.1	0.3	1.7	4.7	2018	48	1337075	74.1	10.2	0.1051	1	2.381465517241381	0.0	63.89999999999999	medium
alex caruso	2017	0.15417355627705637	0.38566126282769797	140	alex caruso	2018	2018	G	77	186	28-Feb-94	Texas A&M University	W	89	PG	23	37	562	8.7	0.519	0.371	0.259	2.9	9.4	6.2	17.8	2.0	1.4	24.5	12.9	-0.1	0.6	0.5	0.040999999999999995	-3.4	0.5	-2.9	-0.1	LAL	1.4	3.1	0.431	0.4	1.2	0.302	1.0	2.0	0.507	0.48700000000000004	0.6	0.8	0.7	0.4	1.4	1.8	2.0	0.6	0.3	1.1	1.4	3.6	2018	42	13189366	55.0	6.7	0.4802	0	3.381465517241381	0.0	48.3	medium
alex len	2017	0.04739940350877194	0.4114080850593981	95	alex len	2014	2018	C	85	260	16-Jun-93	University of Maryland	W	292	C	24	69	1395	19.4	0.612	0.008	0.611	13.2	26.7	19.8	9.1	0.9	3.5	14.0	17.0	3.2	1.3	4.5	0.154	-0.3	1.1	0.8	1.0	PHO	3.1	5.5	0.5660000000000001	0.0	0.0	0.33299999999999996	3.1	5.4	0.568	0.5670000000000001	2.3	3.3	0.684	2.5	5.0	7.5	1.2	0.4	0.9	1.1	2.3	8.5	2018	21	4486153	78.7	5.2	0.0345	4	2.381465517241381	0.0	73.5	tall
allen crabbe	2015	0.12013105586673752	0.4093765379842171	263	allen crabbe	2014	2018	G-F	78	210	9-Apr-92	University of California	B	99	SG	23	81	2105	12.2	0.5720000000000001	0.42	0.16699999999999998	1.4	9.7	5.6	7.2	1.5	0.6	8.1	16.4	3.1	1.2	4.3	0.098	0.4	-1.1	-0.7	0.7	POR	3.8	8.4	0.45899999999999996	1.4	3.5	0.39299999999999996	2.5	4.9	0.506	0.541	1.2	1.4	0.867	0.3	2.3	2.7	1.2	0.8	0.2	0.8	2.4	10.3	2016	44	2351319	81.9	2.8	0.5833	2	3.381465517241381	0.0	79.10000000000001	medium
allen crabbe	2016	0.11774192307936349	0.41043736305973744	264	allen crabbe	2014	2018	G-F	78	210	9-Apr-92	University of California	B	92	SG	24	79	2254	11.6	0.602	0.467	0.192	0.9	10.2	5.6	6.1	1.2	0.7	8.1	14.9	3.1	1.0	4.2	0.08900000000000001	0.3	-1.3	-1.0	0.6	POR	3.8	8.2	0.46799999999999997	1.7	3.8	0.444	2.1	4.4	0.49	0.5720000000000001	1.3	1.6	0.847	0.2	2.6	2.9	1.2	0.7	0.3	0.8	2.2	10.7	2017	41	2351319	81.9	2.8	0.5833	3	2.381465517241381	0.0	79.10000000000001	medium
allen crabbe	2017	0.10604252365455685	0.4285730506740523	211	allen crabbe	2014	2018	G-F	78	210	9-Apr-92	University of California	B	114	SG	25	75	2197	12.3	0.5579999999999999	0.643	0.163	1.3	14.4	7.8	8.4	1.0	1.2	8.1	19.0	1.8	1.4	3.2	0.07	0.4	-1.2	-0.8	0.7	BRK	4.5	11.0	0.40700000000000003	2.7	7.1	0.37799999999999995	1.8	3.9	0.461	0.529	1.5	1.8	0.852	0.4	3.9	4.3	1.6	0.6	0.5	1.0	2.2	13.2	2018	28	20031443	58.7	17.1	0.6183	4	1.3814655172413808	0.0	41.6	medium
amir johnson	2015	0.18927376582278482	0.39526235905314816	158	amir johnson	2006	2018	F-C	81	240	1-May-87		B	228	PF	28	79	1800	16.0	0.602	0.10099999999999999	0.284	10.3	19.6	14.9	11.4	1.4	3.6	16.4	13.6	3.0	2.9	5.9	0.158	-0.2	3.2	3.0	2.3	BOS	3.2	5.4	0.585	0.1	0.5	0.233	3.0	4.8	0.624	0.596	0.9	1.5	0.57	2.3	4.1	6.4	1.7	0.7	1.1	1.2	2.7	7.3	2016	48	4728844	77.3	8.0	0.3815	10	0.0	1.6185344827586192	69.3	tall
amir johnson	2016	0.18927376582278482	0.39526235905314816	158	amir johnson	2006	2018	F-C	81	240	1-May-87		B	226	PF	29	80	1608	15.0	0.628	0.17800000000000002	0.27	8.3	17.0	12.7	13.0	1.6	3.2	15.7	13.6	2.9	2.1	5.0	0.149	-0.2	2.4	2.2	1.7	BOS	2.7	4.6	0.5760000000000001	0.3	0.8	0.409	2.3	3.8	0.612	0.612	0.8	1.3	0.67	1.5	3.1	4.6	1.8	0.6	0.8	1.0	2.6	6.5	2017	53	4728844	77.3	8.0	0.3815	11	0.0	2.618534482758619	69.3	tall
amir johnson	2017	0.1794673203652243	0.4100590013915597	229	amir johnson	2006	2018	F-C	81	240	1-May-87		B	254	C	30	74	1171	14.8	0.575	0.12300000000000001	0.327	11.8	18.3	15.2	13.9	1.8	3.1	15.6	12.8	2.1	2.0	4.1	0.16899999999999998	-0.2	3.1	2.9	1.5	PHI	1.9	3.5	0.5379999999999999	0.1	0.4	0.313	1.8	3.1	0.57	0.5579999999999999	0.7	1.1	0.612	1.7	2.8	4.5	1.6	0.6	0.6	0.7	2.6	4.6	2018	52	6047721	67.5	20.9	0.6691	12	0.0	3.618534482758619	46.6	tall
andre drummond	2015	0.11000020178887145	0.40034628990998766	577	andre drummond	2013	2018	C	83	279	10-Aug-93	University of Connecticut	B	121	C	22	81	2666	21.2	0.499	0.006	0.5529999999999999	15.6	34.2	24.5	4.4	2.3	3.2	10.5	24.1	2.0	5.5	7.4	0.133	-2.1	1.6	-0.5	1.0	DET	6.8	13.1	0.521	0.0	0.1	0.33299999999999996	6.8	13.0	0.522	0.522	2.6	7.2	0.355	4.9	9.9	14.8	0.8	1.5	1.4	1.9	3.0	16.2	2016	44	4296731	69.9	22.4	0.3726	3	4.381465517241381	0.0	47.50000000000001	tall
andre drummond	2016	0.11000020178887145	0.40034628990998766	577	andre drummond	2013	2018	C	83	279	10-Aug-93	University of Connecticut	B	115	C	23	81	2409	20.9	0.518	0.008	0.39	15.1	36.2	25.2	6.0	2.6	3.1	12.5	22.4	1.4	5.3	6.7	0.133	-2.1	2.9	0.9	1.8	DET	6.0	11.2	0.53	0.0	0.1	0.28600000000000003	5.9	11.2	0.532	0.531	1.7	4.4	0.386	4.3	9.5	13.8	1.1	1.5	1.1	1.9	2.9	13.6	2017	37	4296731	69.9	22.4	0.3726	4	3.381465517241381	0.0	47.50000000000001	tall
andre drummond	2017	0.16819072891368037	0.396842729258289	1344	andre drummond	2013	2018	C	83	279	10-Aug-93	University of Connecticut	B	140	C	24	78	2625	22.9	0.555	0.012	0.44799999999999995	16.4	36.4	26.2	14.3	2.2	4.3	15.9	21.2	4.6	5.7	10.3	0.18899999999999997	0.2	5.3	5.5	5.0	DET	6.0	11.3	0.529	0.0	0.1	0.0	6.0	11.2	0.536	0.529	3.1	5.1	0.605	5.1	10.9	16.0	3.0	1.5	1.6	2.6	3.2	15.0	2018	39	4296731	69.9	22.4	0.3726	5	2.381465517241381	0.0	47.50000000000001	tall
andre iguodala	2015	0.14526397650513953	0.4273858548947594	227	andre iguodala	2005	2018	G-F	78	215	28-Jan-84	University of Arizona	B	214	SF	32	65	1732	12.2	0.565	0.418	0.226	3.4	12.4	8.2	16.3	2.0	0.8	16.3	12.1	2.3	2.1	4.4	0.122	0.3	1.3	1.6	1.6	GSW	2.7	5.7	0.478	0.8	2.4	0.35100000000000003	1.9	3.3	0.57	0.552	0.8	1.3	0.614	0.8	3.2	4.0	3.4	1.1	0.3	1.2	1.6	7.0	2016	73	4577530	52.1	7.6	0.6444	11	0.0	5.618534482758619	44.5	medium
andre iguodala	2016	0.14526397650513953	0.4273858548947594	227	andre iguodala	2005	2018	G-F	78	215	28-Jan-84	University of Arizona	B	211	SF	33	76	1998	14.3	0.624	0.42700000000000005	0.24600000000000002	3.0	13.1	8.3	16.7	1.8	1.5	11.2	11.2	4.1	2.9	6.9	0.16699999999999998	1.3	1.7	3.0	2.5	GSW	2.9	5.5	0.528	0.8	2.3	0.36200000000000004	2.0	3.1	0.6509999999999999	0.605	0.9	1.3	0.706	0.7	3.3	4.0	3.4	1.0	0.5	0.8	1.3	7.6	2017	67	4577530	52.1	7.6	0.6444	12	0.0	6.618534482758619	44.5	medium
andre iguodala	2017	0.16036897379813161	0.4049035545258376	380	andre iguodala	2005	2018	G-F	78	215	28-Jan-84	University of Arizona	B	234	SF	34	64	1622	11.2	0.536	0.366	0.272	3.7	12.6	8.5	16.2	1.6	1.9	15.8	11.5	1.6	1.6	3.2	0.094	-0.7	0.9	0.2	0.9	GSW	2.3	5.0	0.46299999999999997	0.5	1.8	0.282	1.8	3.2	0.5670000000000001	0.514	0.9	1.4	0.632	0.8	3.1	3.8	3.3	0.8	0.6	1.0	1.5	6.0	2018	58	4577530	52.1	7.6	0.6444	13	0.0	7.618534482758619	44.5	medium
andre ingram	2017	0.19934624542124546	0.44607253099966154	91	andre ingram	2018	2018	G	75	190	19-Nov-85	American University	B	237	SG	32	2	64	16.3	0.655	0.529	0.17600000000000002	1.7	8.3	5.0	15.3	2.2	3.8	14.1	14.1	0.1	0.1	0.2	0.157	0.4	0.9	1.3	0.1	LAL	4.0	8.5	0.47100000000000003	2.5	4.5	0.556	1.5	4.0	0.375	0.618	1.5	1.5	1.0	0.5	2.5	3.0	3.5	1.5	1.5	1.5	1.5	12.0	2018	42	13189366	55.0	6.7	0.4802	0	0.0	5.618534482758619	48.3	medium
andre roberson	2015	0.11420050721155924	0.41182304503921596	499	andre roberson	2014	2018	G-F	79	210	4-Dec-91	University of Colorado	B	373	SG	24	70	1553	10.2	0.5660000000000001	0.376	0.19699999999999998	5.9	11.4	8.8	4.0	1.7	2.0	10.5	9.1	1.8	1.6	3.4	0.105	0.0	1.3	1.4	1.3	OKC	1.9	3.9	0.496	0.5	1.5	0.311	1.5	2.4	0.608	0.555	0.5	0.8	0.611	1.1	2.5	3.6	0.7	0.8	0.6	0.5	1.9	4.8	2016	55	1337075	74.1	10.2	0.1051	2	2.381465517241381	0.0	63.89999999999999	medium
andre roberson	2016	0.11380668568291315	0.41120795710338914	501	andre roberson	2014	2018	G-F	79	210	4-Dec-91	University of Colorado	B	377	SF	25	79	2376	9.6	0.51	0.397	0.24	4.6	14.2	9.4	4.6	1.9	2.7	9.1	10.1	1.1	3.1	4.2	0.085	-2.1	2.1	0.0	1.2	OKC	2.7	5.9	0.46399999999999997	0.6	2.3	0.245	2.2	3.5	0.609	0.513	0.6	1.4	0.423	1.2	3.9	5.1	1.0	1.2	1.0	0.6	2.6	6.6	2017	47	1337075	74.1	10.2	0.1051	3	1.3814655172413808	0.0	63.89999999999999	medium
andre roberson	2017	0.12999815292535288	0.3978081728171516	1425	andre roberson	2014	2018	G-F	79	210	4-Dec-91	University of Colorado	B	429	SG	26	39	1037	10.9	0.5429999999999999	0.222	0.235	7.8	12.2	9.9	6.0	2.2	3.1	14.4	8.6	0.8	1.3	2.2	0.1	-1.3	2.8	1.5	0.9	OKC	2.2	4.2	0.537	0.2	0.9	0.222	2.0	3.2	0.627	0.562	0.3	1.0	0.316	1.9	2.8	4.7	1.2	1.2	0.9	0.8	2.3	5.0	2018	48	1337075	74.1	10.2	0.1051	4	0.3814655172413808	0.0	63.89999999999999	medium
andrew bogut	2015	0.09355726359327622	0.41909320172333864	1074	andrew bogut	2006	2018	C	84	260	28-Nov-84	University of Utah	W	54	C	31	70	1451	15.9	0.623	0.004	0.179	9.5	26.0	18.3	14.8	1.1	5.8	21.6	11.4	2.6	2.9	5.4	0.18	-0.6	5.1	4.5	2.4	GSW	2.5	4.0	0.627	0.0	0.0	1.0	2.5	4.0	0.626	0.629	0.3	0.7	0.48	1.7	5.3	7.0	2.3	0.5	1.6	1.2	3.2	5.4	2016	73	4577530	52.1	7.6	0.6444	10	0.0	4.618534482758619	44.5	tall
andrew bogut	2016	0.09355726359327622	0.41909320172333864	1074	andrew bogut	2006	2018	C	84	260	28-Nov-84	University of Utah	W	51	C	32	27	583	9.3	0.46	0.012	0.136	10.6	33.9	21.7	12.3	1.2	3.9	33.4	10.4	-0.3	1.0	0.7	0.055	-5.6	5.3	-0.3	0.3	DAL	1.4	3.0	0.469	0.0	0.0	0.0	1.4	3.0	0.475	0.469	0.1	0.4	0.273	2.1	6.0	8.1	1.8	0.5	0.9	1.6	3.2	2.9	2017	33	6957123	69.7	15.3	0.2624	11	0.0	5.618534482758619	54.400000000000006	tall
andrew bogut	2017	0.13312772430668832	0.4376760951446787	613	andrew bogut	2006	2018	C	84	260	28-Nov-84	University of Utah	W	56	C	33	23	216	10.9	0.696	0.0	0.08	12.9	25.4	19.2	9.1	0.9	4.9	42.3	8.8	0.1	0.3	0.4	0.094	-3.6	3.6	0.0	0.1	LAL	0.7	1.1	0.68	0.0	0.0	0.3191177829099309	0.7	1.1	0.68	0.68	0.1	0.1	1.0	1.1	2.3	3.4	0.7	0.2	0.6	0.8	1.7	1.6	2018	42	13189366	55.0	6.7	0.4802	12	0.0	6.618534482758619	48.3	tall
andrew wiggins	2015	0.12808485545263767	0.39971208693594845	946	andrew wiggins	2015	2018	F-G	80	199	23-Feb-95	University of Kansas	B	455	SF	20	81	2845	16.5	0.5429999999999999	0.147	0.43700000000000006	4.3	7.5	5.9	10.1	1.4	1.3	10.6	27.2	3.4	0.7	4.1	0.069	0.4	-2.5	-2.1	-0.1	MIN	7.3	16.0	0.45899999999999996	0.7	2.3	0.3	6.6	13.6	0.486	0.48100000000000004	5.3	7.0	0.7609999999999999	1.3	2.3	3.6	2.0	1.0	0.6	2.2	2.0	20.7	2016	29	3488436	80.3	7.8	0.3531	1	6.381465517241381	0.0	72.5	tall
andrew wiggins	2016	0.12808485545263767	0.39971208693594845	946	andrew wiggins	2015	2018	F-G	80	199	23-Feb-95	University of Kansas	B	462	SF	21	82	3048	16.5	0.534	0.184	0.345	3.8	8.8	6.3	10.6	1.4	0.8	9.4	29.0	3.3	0.9	4.2	0.066	0.2	-2.9	-2.7	-0.6	MIN	8.6	19.1	0.452	1.3	3.5	0.35600000000000004	7.4	15.6	0.473	0.484	5.0	6.6	0.76	1.2	2.8	4.0	2.3	1.0	0.4	2.3	2.2	23.6	2017	31	3488436	80.3	7.8	0.3531	2	5.381465517241381	0.0	72.5	tall
andrew wiggins	2017	0.11694255748485222	0.400392841423364	2017	andrew wiggins	2015	2018	F-G	80	199	23-Feb-95	University of Kansas	B	514	SF	22	82	2979	13.0	0.505	0.26	0.242	3.1	10.8	6.9	8.2	1.5	1.5	8.8	23.4	0.5	1.6	2.1	0.034	-1.1	-1.4	-2.5	-0.4	MIN	6.9	15.9	0.43799999999999994	1.4	4.1	0.331	5.6	11.7	0.475	0.48100000000000004	2.5	3.8	0.643	1.0	3.4	4.4	2.0	1.1	0.6	1.7	2.0	17.7	2018	47	3488436	80.3	7.8	0.3531	3	4.381465517241381	0.0	72.5	tall
ante zizic	2017	0.17524749593542188	0.4035498632511427	227	ante zizic	2018	2018	F-C	83	250	4-Jan-97		W	539	C	21	32	214	24.2	0.746	0.0	0.433	12.8	18.6	15.7	3.8	0.5	5.2	12.1	18.8	0.9	0.2	1.0	0.231	1.3	-1.2	0.1	0.1	CLE	1.5	2.1	0.731	0.0	0.0	0.3191177829099309	1.5	2.1	0.731	0.731	0.7	0.9	0.7240000000000001	0.8	1.1	1.9	0.2	0.1	0.4	0.3	0.9	3.7	2018	50	2061630	74.0	20.0	0.3499	0	5.381465517241381	0.0	54.0	tall
anthony davis	2015	0.16627967517630732	0.419249409956598	370	anthony davis	2013	2018	F-C	82	253	11-Mar-93	University of Kentucky	B	107	C	22	61	2164	25.0	0.5589999999999999	0.095	0.379	6.4	26.4	16.1	10.0	1.8	4.7	8.4	29.6	4.4	2.8	7.2	0.16	1.0	1.2	2.2	2.3	NOP	9.2	18.6	0.493	0.6	1.8	0.324	8.6	16.9	0.511	0.508	5.3	7.0	0.758	2.1	8.1	10.3	1.9	1.3	2.0	2.0	2.4	24.3	2016	30	1250247	58.2	34.9	0.66	3	4.381465517241381	0.0	23.300000000000004	tall
