fuzzy_name	season	compound_mean_mean	compound_mean_std	user_count	Player	From	To	Pos_x	Ht	Wt	Birth Date	Colleges	Race	Rk	Pos_y	Age	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRBP	ASTP	STLP	BLKP	TOV%	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	Tm	FG	FGA	FG%	3P	3PA	ThreePP	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PPG	year	Wins	total_population	metro_percent_white	metro_percent_black	clinton_vote_lead	experience	youth	oldness	white_black_diff	height_dummies
buddy hield	2016	0.1782131770514609	0.4021676006892857	1431	buddy hield	2017	2018	G	76	214	17-Dec-93	University of Oklahoma	B	192	SG	23	82	1888	11.8	0.541	0.494	0.099	2.0	13.5	7.8	10.3	1.0	0.4	11.2	21.3	0.0	1.3	1.3	0.032	-0.9	-1.9	-2.7	-0.4	NOP	4.0	9.4	0.426	1.8	4.6	0.391	2.2	4.7	0.461	0.523	0.8	0.9	0.8420000000000001	0.4	2.9	3.3	1.5	0.5	0.1	1.2	1.4	10.6	2017	34	1250247	58.2	34.9	0.66	0	3.381465517241381	0.0	23.300000000000004	medium
buddy hield	2017	0.13728676780988594	0.4238375125049518	1626	buddy hield	2017	2018	G	76	214	17-Dec-93	University of Oklahoma	B	215	SG	24	80	2024	16.1	0.557	0.43700000000000006	0.087	3.0	14.8	8.6	12.8	2.1	1.0	11.3	24.3	1.3	1.5	2.8	0.067	1.2	-1.4	-0.2	0.9	SAC	5.2	11.7	0.446	2.2	5.1	0.431	3.0	6.6	0.457	0.54	0.9	1.0	0.877	0.7	3.2	3.8	1.9	1.1	0.3	1.6	1.9	13.5	2018	27	2242542	66.2	7.1	0.2369	1	2.381465517241381	0.0	59.1	medium
c.j. miles	2017	0.14645881583694087	0.4592459858421702	132	c.j. miles	2006	2018	G-F	78	225	18-Apr-87		B	337	SF	30	70	1337	13.0	0.545	0.758	0.162	1.5	11.0	6.4	6.0	1.4	1.3	5.7	22.3	1.4	1.5	2.9	0.10300000000000001	1.7	-2.2	-0.5	0.5	TOR	3.2	8.6	0.379	2.3	6.5	0.361	0.9	2.1	0.434	0.516	1.2	1.4	0.835	0.3	1.9	2.2	0.8	0.5	0.3	0.6	1.9	10.0	2018	59	5900000	47.7	8.9	0.37	12	0.0	3.618534482758619	38.800000000000004	medium
caleb swanigan	2017	0.24132818713450288	0.4409852350041829	57	caleb swanigan	2018	2018	F	80	250	18-Apr-97	Purdue University	B	467	PF	20	27	189	7.5	0.449	0.133	0.3	8.7	22.3	15.6	10.8	1.3	1.3	20.9	20.0	-0.3	0.3	0.0	-0.003	-6.0	0.6	-5.4	-0.2	POR	0.9	2.2	0.4	0.0	0.3	0.125	0.9	1.9	0.442	0.408	0.4	0.7	0.667	0.6	1.4	2.0	0.5	0.2	0.1	0.7	1.4	2.3	2018	49	2351319	81.9	2.8	0.5833	0	6.381465517241381	0.0	79.10000000000001	tall
cameron payne	2015	0.1323792270531401	0.4176439500712217	69	cameron payne	2016	2018	G	75	185	8-Aug-94	Murray State University	B	350	PG	21	57	698	12.9	0.49	0.39899999999999997	0.086	1.5	11.2	6.6	22.5	2.6	0.7	13.2	20.3	0.6	0.8	1.4	0.09300000000000001	-0.4	-0.9	-1.3	0.1	OKC	2.0	4.9	0.41	0.6	1.9	0.324	1.4	2.9	0.467	0.475	0.3	0.4	0.792	0.2	1.3	1.5	1.9	0.6	0.1	0.8	1.4	5.0	2016	55	1337075	74.1	10.2	0.1051	0	5.381465517241381	0.0	63.89999999999999	medium
cameron payne	2016	0.1323792270531401	0.4176439500712217	69	cameron payne	2016	2018	G	75	185	8-Aug-94	Murray State University	B	353	PG	22	31	462	5.5	0.40700000000000003	0.446	0.040999999999999995	0.7	10.7	5.7	17.7	1.5	0.7	12.9	20.9	-0.8	0.4	-0.3	-0.035	-4.8	-2.2	-7.0	-0.6	OKC	2.1	6.2	0.332	0.9	2.8	0.314	1.2	3.5	0.34600000000000003	0.402	0.2	0.3	0.625	0.1	1.5	1.5	1.8	0.5	0.1	0.9	1.7	5.2	2017	47	1337075	74.1	10.2	0.1051	1	4.381465517241381	0.0	63.89999999999999	medium
cameron payne	2017	0.10501093750000001	0.40964375761994487	128	cameron payne	2016	2018	G	75	185	8-Aug-94	Murray State University	B	398	PG	23	25	582	14.0	0.498	0.423	0.07400000000000001	3.2	9.8	6.4	29.9	2.2	1.4	14.0	19.3	0.3	0.4	0.8	0.063	-0.2	-0.8	-0.9	0.2	CHI	3.5	8.6	0.405	1.4	3.6	0.385	2.1	5.0	0.419	0.486	0.5	0.6	0.75	0.7	2.0	2.8	4.5	1.0	0.4	1.4	1.8	8.8	2018	27	9528396	66.3	16.9	0.5296	2	3.381465517241381	0.0	49.4	medium
caris levert	2016	0.29423379078524914	0.35747223796746064	115	caris levert	2017	2018	G-F	79	203	25-Aug-94	University of Michigan	B	264	SF	22	57	1237	12.3	0.556	0.484	0.245	2.0	13.9	8.0	13.7	1.9	0.5	12.3	16.6	0.8	1.0	1.8	0.07	-0.7	-0.4	-1.1	0.3	BRK	3.0	6.7	0.45	1.0	3.2	0.321	2.0	3.4	0.5710000000000001	0.528	1.2	1.6	0.72	0.4	2.9	3.3	1.9	0.9	0.1	1.0	1.6	8.2	2017	20	20031443	58.7	17.1	0.6183	0	4.381465517241381	0.0	41.6	medium
caris levert	2017	0.17015436504552015	0.38679907105591615	170	caris levert	2017	2018	G-F	79	203	25-Aug-94	University of Michigan	B	296	SF	23	71	1864	14.3	0.525	0.33299999999999996	0.254	3.0	11.9	7.4	26.0	2.1	0.9	15.8	22.5	0.7	1.6	2.3	0.059000000000000004	-0.3	-0.2	-0.5	0.7	BRK	4.5	10.4	0.435	1.2	3.5	0.34700000000000003	3.3	6.9	0.48	0.493	1.9	2.6	0.711	0.7	2.9	3.7	4.2	1.2	0.3	2.2	2.2	12.1	2018	28	20031443	58.7	17.1	0.6183	1	3.381465517241381	0.0	41.6	medium
carmelo anthony	2015	0.11877946051078524	0.4211637518894686	678	carmelo anthony	2004	2018	F	80	240	29-May-84	Syracuse University	B	21	SF	31	72	2530	20.3	0.53	0.237	0.308	4.3	19.5	12.0	21.9	1.3	1.1	10.6	29.7	3.9	2.5	6.4	0.121	2.8	-0.2	2.6	2.9	NYK	7.9	18.2	0.434	1.5	4.3	0.33899999999999997	6.4	13.8	0.46299999999999997	0.474	4.6	5.6	0.8290000000000001	1.4	6.4	7.7	4.2	0.9	0.5	2.4	2.5	21.8	2016	32	20031443	58.7	17.1	0.772	12	0.0	4.618534482758619	41.6	tall
carmelo anthony	2016	0.11877946051078524	0.4211637518894686	678	carmelo anthony	2004	2018	F	80	240	29-May-84	Syracuse University	B	17	SF	32	74	2538	17.9	0.535	0.303	0.263	2.6	16.0	9.3	14.5	1.2	1.1	9.0	29.1	3.2	1.5	4.7	0.08900000000000001	1.5	-2.2	-0.7	0.8	NYK	8.1	18.8	0.433	2.0	5.7	0.359	6.1	13.1	0.466	0.488	4.1	4.9	0.833	0.8	5.1	5.9	2.9	0.8	0.5	2.1	2.7	22.4	2017	31	20031443	58.7	17.1	0.772	13	0.0	5.618534482758619	41.6	tall
carmelo anthony	2017	0.0993776681849213	0.4424804070093795	867	carmelo anthony	2004	2018	F	80	240	29-May-84	Syracuse University	B	17	PF	33	78	2501	12.7	0.503	0.406	0.165	2.9	17.7	10.0	6.5	0.9	1.8	7.3	23.2	1.2	2.5	3.7	0.071	-1.9	-1.9	-3.8	-1.1	OKC	6.1	15.0	0.40399999999999997	2.2	6.1	0.35700000000000004	3.9	8.9	0.43700000000000006	0.47600000000000003	1.9	2.5	0.767	0.9	4.9	5.8	1.3	0.6	0.6	1.3	2.5	16.2	2018	48	1337075	74.1	10.2	0.1051	14	0.0	6.618534482758619	63.89999999999999	tall
cedi osman	2017	0.20727125888626202	0.3781803936666937	881	cedi osman	2018	2018	F	80	210	8-Apr-95		W	385	SF	22	61	672	11.0	0.5770000000000001	0.46799999999999997	0.247	3.2	16.6	10.0	8.7	1.6	0.4	13.4	15.7	0.5	0.4	0.9	0.064	-1.4	-1.5	-2.9	-0.2	CLE	1.5	3.0	0.484	0.5	1.4	0.368	1.0	1.6	0.586	0.57	0.4	0.8	0.565	0.3	1.7	2.0	0.7	0.4	0.0	0.5	1.3	3.9	2018	50	2061630	74.0	20.0	0.3499	0	4.381465517241381	0.0	54.0	tall
chandler parsons	2015	0.04685213442410942	0.4344109765234197	541	chandler parsons	2012	2018	F	82	230	25-Oct-88	University of Florida	W	345	SF	27	61	1799	16.2	0.589	0.386	0.209	1.8	15.6	8.7	16.0	1.3	1.0	11.8	20.5	2.6	1.6	4.3	0.114	1.6	0.3	1.9	1.8	DAL	5.2	10.7	0.49200000000000005	1.7	4.1	0.414	3.5	6.6	0.54	0.5710000000000001	1.5	2.2	0.684	0.5	4.2	4.7	2.8	0.8	0.3	1.6	1.9	13.7	2016	42	6957123	69.7	15.3	0.2624	4	0.0	0.6185344827586192	54.400000000000006	tall
chandler parsons	2016	0.04664933097370893	0.43428333070881586	541	chandler parsons	2012	2018	F	82	230	25-Oct-88	University of Florida	W	348	SF	28	34	675	7.7	0.436	0.419	0.19399999999999998	1.0	13.6	7.1	12.8	1.5	0.7	9.1	17.8	-0.5	0.7	0.2	0.015	-3.6	-0.5	-4.1	-0.3	MEM	2.2	6.5	0.33799999999999997	0.7	2.7	0.26899999999999996	1.5	3.8	0.38799999999999996	0.39399999999999996	1.0	1.3	0.8140000000000001	0.2	2.3	2.5	1.6	0.6	0.1	0.7	1.5	6.2	2017	43	1341339	47.2	46.6	0.2763	5	0.0	1.6185344827586192	0.6000000000000014	tall
chandler parsons	2017	0.06617374999999998	0.4440793477194508	412	chandler parsons	2012	2018	F	82	230	25-Oct-88	University of Florida	W	392	SF	29	36	691	13.6	0.578	0.517	0.115	2.3	13.0	7.5	16.4	1.3	1.5	12.5	18.3	0.7	0.4	1.1	0.077	0.4	-1.6	-1.2	0.1	MEM	3.0	6.5	0.462	1.4	3.4	0.42100000000000004	1.6	3.1	0.504	0.5710000000000001	0.5	0.8	0.63	0.4	2.1	2.5	1.9	0.5	0.3	1.0	1.5	7.9	2018	22	1341339	47.2	46.6	0.2763	6	0.0	2.618534482758619	0.6000000000000014	tall
channing frye	2015	0.13298958689458695	0.4373825289824988	351	channing frye	2006	2018	C-F	83	255	17-May-83	University of Arizona	B	145	PF-C	32	70	1200	12.9	0.586	0.677	0.10099999999999999	3.2	18.6	10.9	8.7	1.2	1.9	10.6	15.1	1.6	1.3	3.0	0.11900000000000001	0.5	0.0	0.5	0.7	ORL	2.2	5.0	0.43799999999999994	1.3	3.4	0.387	0.9	1.6	0.545	0.569	0.4	0.5	0.857	0.5	2.8	3.3	1.0	0.4	0.4	0.6	1.8	6.1	2016	35	2328508	71.2	16.3	0.2464	10	0.0	5.618534482758619	54.900000000000006	tall
channing frye	2016	0.1376936675824176	0.44010546129583367	364	channing frye	2006	2018	C-F	83	255	17-May-83	University of Arizona	B	141	C	33	74	1398	15.6	0.612	0.644	0.142	3.0	19.3	11.4	4.9	1.2	2.1	8.8	19.3	2.3	1.4	3.7	0.125	0.8	-1.5	-0.6	0.5	CLE	3.2	7.0	0.45799999999999996	1.9	4.5	0.409	1.4	2.5	0.546	0.589	0.9	1.0	0.851	0.5	3.4	3.9	0.6	0.4	0.5	0.7	1.9	9.1	2017	51	2061630	74.0	20.0	0.3499	11	0.0	6.618534482758619	54.0	tall
channing frye	2017	0.13907012630814658	0.3993783754810274	634	channing frye	2006	2018	C-F	83	255	17-May-83	University of Arizona	B	166	C	34	53	695	13.1	0.599	0.542	0.09	1.9	19.4	10.8	7.9	1.3	1.6	8.7	15.2	0.9	0.6	1.5	0.10099999999999999	-0.7	-1.0	-1.7	0.1	CLE	2.0	4.0	0.491	0.7	2.2	0.33899999999999997	1.2	1.8	0.67	0.583	0.3	0.4	0.895	0.2	2.3	2.5	0.7	0.3	0.2	0.4	1.3	5.0	2018	50	2061630	74.0	20.0	0.3499	12	0.0	7.618534482758619	54.0	tall
charles cooke	2017	0.14117310943661215	0.4527086201377634	726	charles cooke	2018	2018	G	77	196	1-Jul-94	University of Dayton	B	109	SG	23	13	38	-5.1	0.20199999999999999	0.5710000000000001	0.14300000000000002	0.0	5.5	2.9	3.2	1.3	0.0	6.3	18.1	-0.2	0.0	-0.2	-0.239	-10.8	-3.8	-14.6	-0.1	NOP	0.2	1.1	0.14300000000000002	0.1	0.6	0.125	0.1	0.5	0.16699999999999998	0.179	0.1	0.2	0.5	0.0	0.2	0.2	0.1	0.1	0.0	0.1	0.0	0.5	2018	48	1250247	58.2	34.9	0.66	0	3.381465517241381	0.0	23.300000000000004	medium
cheick diallo	2017	0.16447456060606064	0.36770343934521155	55	cheick diallo	2017	2018	F	81	220	13-Sep-96	University of Kansas	B	131	PF	21	52	581	17.0	0.619	0.0	0.375	9.1	29.6	19.7	4.7	0.9	2.9	12.0	17.4	1.1	0.8	1.9	0.157	-2.8	-0.3	-3.1	-0.2	NOP	2.0	3.4	0.58	0.0	0.0	0.3191177829099309	2.0	3.4	0.58	0.58	1.0	1.3	0.758	0.9	3.2	4.1	0.4	0.2	0.4	0.5	1.6	4.9	2018	48	1250247	58.2	34.9	0.66	1	5.381465517241381	0.0	23.300000000000004	tall
chris paul	2015	0.1251237282191979	0.4280253558312314	843	chris paul	2006	2018	G	72	175	6-May-85	Wake Forest University	B	348	PG	30	74	2420	26.2	0.575	0.295	0.294	1.8	12.0	7.0	52.7	3.1	0.4	13.4	27.1	9.2	3.5	12.7	0.253	7.3	0.5	7.8	6.0	LAC	7.0	15.1	0.462	1.6	4.4	0.371	5.3	10.6	0.501	0.517	4.0	4.4	0.8959999999999999	0.5	3.7	4.2	10.0	2.1	0.2	2.6	2.5	19.5	2016	53	13189366	55.0	6.7	0.4802	10	0.0	3.618534482758619	48.3	short
chris paul	2016	0.1251237282191979	0.4280253558312314	843	chris paul	2006	2018	G	72	175	6-May-85	Wake Forest University	B	351	PG	31	61	1921	26.2	0.614	0.385	0.331	2.4	15.0	8.9	46.8	3.1	0.3	14.0	24.4	7.9	2.6	10.6	0.264	7.8	1.1	8.8	5.3	LAC	6.1	12.9	0.47600000000000003	2.0	5.0	0.41100000000000003	4.1	7.9	0.518	0.555	3.8	4.3	0.892	0.7	4.3	5.0	9.2	2.0	0.1	2.4	2.4	18.1	2017	51	13189366	55.0	6.7	0.4802	11	0.0	4.618534482758619	48.3	short
chris paul	2017	0.11762833191272293	0.4261933402466417	1713	chris paul	2006	2018	G	72	175	6-May-85	Wake Forest University	B	396	PG	32	58	1847	24.4	0.604	0.475	0.27699999999999997	2.3	16.7	9.5	40.9	2.6	0.6	12.5	24.5	7.5	2.7	10.2	0.265	6.2	0.9	7.1	4.3	HOU	6.3	13.8	0.46	2.5	6.5	0.38	3.8	7.2	0.532	0.55	3.5	3.8	0.919	0.6	4.8	5.4	7.9	1.7	0.2	2.2	2.4	18.6	2018	65	6482592	65.7	17.2	0.124	12	0.0	5.618534482758619	48.5	short
clint capela	2015	0.17048572291235328	0.40907228379737337	230	clint capela	2015	2018	C	82	240	18-May-94		B	78	C	21	77	1471	18.3	0.5529999999999999	0.003	0.531	14.4	22.7	18.5	5.1	2.0	5.2	10.9	16.1	2.4	2.0	4.4	0.14400000000000002	-1.2	1.7	0.5	0.9	HOU	3.0	5.2	0.5820000000000001	0.0	0.0	0.0	3.0	5.1	0.583	0.5820000000000001	1.0	2.7	0.379	2.5	3.9	6.4	0.6	0.8	1.2	0.8	2.5	7.0	2016	41	6482592	65.7	17.2	0.124	1	5.381465517241381	0.0	48.5	tall
clint capela	2016	0.16602459792477292	0.4119470826932708	257	clint capela	2015	2018	C	82	240	18-May-94		B	71	C	22	65	1551	21.4	0.638	0.0	0.314	12.5	24.5	18.5	6.7	1.1	4.1	12.0	19.9	3.8	2.1	5.9	0.184	0.0	0.9	0.9	1.1	HOU	5.6	8.7	0.643	0.0	0.0	0.3191177829099309	5.6	8.7	0.643	0.643	1.4	2.7	0.531	2.7	5.4	8.1	1.0	0.5	1.2	1.3	2.8	12.6	2017	55	6482592	65.7	17.2	0.124	2	4.381465517241381	0.0	48.5	tall
clint capela	2017	0.1696460436021861	0.390107209837462	1381	clint capela	2015	2018	C	82	240	18-May-94		B	85	C	23	74	2034	24.5	0.65	0.001	0.38	13.5	30.8	22.2	5.7	1.4	5.7	11.5	19.4	6.2	4.1	10.2	0.242	0.1	2.9	3.0	2.6	HOU	6.0	9.1	0.652	0.0	0.0	0.0	6.0	9.1	0.653	0.652	1.9	3.5	0.56	3.3	7.6	10.8	0.9	0.8	1.9	1.4	2.5	13.9	2018	65	6482592	65.7	17.2	0.124	3	3.381465517241381	0.0	48.5	tall
cody zeller	2015	0.2253209999677378	0.37265188016103046	82	cody zeller	2014	2018	C-F	84	240	5-Oct-92	Indiana University	W	475	C	23	73	1774	16.1	0.5920000000000001	0.023	0.531	8.4	19.7	14.0	6.3	1.6	2.9	11.2	15.4	3.6	2.7	6.3	0.16899999999999998	-1.0	2.0	1.0	1.3	CHO	3.2	6.0	0.529	0.0	0.1	0.1	3.2	5.8	0.539	0.53	2.4	3.2	0.754	1.9	4.3	6.2	1.0	0.8	0.9	0.9	2.8	8.7	2016	48	2381152	68.4	22.2	0.2987	2	3.381465517241381	0.0	46.2	tall
cody zeller	2016	0.2253209999677378	0.37265188016103046	82	cody zeller	2014	2018	C-F	84	240	5-Oct-92	Indiana University	W	482	C	24	62	1725	16.7	0.604	0.002	0.442	8.6	17.3	12.9	9.1	1.8	3.0	10.9	15.5	3.4	2.2	5.6	0.157	-0.2	2.3	2.1	1.8	CHO	4.1	7.1	0.5710000000000001	0.0	0.0	0.0	4.1	7.1	0.5720000000000001	0.5710000000000001	2.1	3.2	0.679	2.2	4.4	6.5	1.6	1.0	0.9	1.0	3.0	10.3	2017	36	2381152	68.4	22.2	0.2987	3	2.381465517241381	0.0	46.2	tall
cody zeller	2017	0.2046851003930281	0.4069713135403121	88	cody zeller	2014	2018	C-F	84	240	5-Oct-92	Indiana University	W	536	C	25	33	627	15.9	0.602	0.019	0.545	11.4	19.3	15.3	7.4	1.1	2.8	14.6	15.7	1.2	0.7	1.9	0.145	-0.6	1.3	0.7	0.4	CHO	2.6	4.7	0.545	0.1	0.1	0.667	2.5	4.6	0.542	0.551	1.8	2.6	0.718	2.0	3.3	5.4	0.9	0.4	0.6	1.0	2.5	7.1	2018	36	2381152	68.4	22.2	0.2987	4	1.3814655172413808	0.0	46.2	tall
cole aldrich	2015	0.17462559569344097	0.41871671516359954	181	cole aldrich	2011	2018	C	83	250	31-Oct-88	University of Kansas	W	6	C	27	60	800	21.3	0.626	0.0	0.373	11.9	27.1	19.6	10.0	2.9	6.7	19.6	18.4	1.4	2.0	3.5	0.209	-1.0	5.8	4.8	1.4	LAC	2.2	3.8	0.596	0.0	0.0	0.3191177829099309	2.2	3.8	0.596	0.596	1.0	1.4	0.7140000000000001	1.4	3.4	4.8	0.8	0.8	1.1	1.1	2.3	5.5	2016	53	13189366	55.0	6.7	0.4802	5	0.0	0.6185344827586192	48.3	tall
cole aldrich	2016	0.17730180880713486	0.4165943024663491	184	cole aldrich	2011	2018	C	83	250	31-Oct-88	University of Kansas	W	6	C	28	62	531	12.7	0.5489999999999999	0.0	0.256	11.0	23.9	17.4	6.4	2.4	3.7	15.1	9.4	0.6	0.7	1.3	0.11599999999999999	-2.0	2.6	0.6	0.4	MIN	0.7	1.4	0.523	0.0	0.0	0.3191177829099309	0.7	1.4	0.523	0.523	0.2	0.4	0.682	0.8	1.7	2.5	0.4	0.4	0.4	0.3	1.4	1.7	2017	31	3488436	80.3	7.8	0.3531	6	0.0	1.6185344827586192	72.5	tall
cole aldrich	2017	0.2519064573459716	0.3849754517115193	211	cole aldrich	2011	2018	C	83	250	31-Oct-88	University of Kansas	W	6	C	29	21	49	6.0	0.34	0.0	0.4	7.0	28.6	17.7	8.2	2.0	1.8	5.4	16.8	-0.1	0.1	0.0	-0.013000000000000001	-7.0	0.1	-6.9	-0.1	MIN	0.2	0.7	0.33299999999999996	0.0	0.0	0.3191177829099309	0.2	0.7	0.33299999999999996	0.33299999999999996	0.1	0.3	0.33299999999999996	0.1	0.6	0.7	0.1	0.1	0.0	0.0	0.5	0.6	2018	47	3488436	80.3	7.8	0.3531	7	0.0	2.618534482758619	72.5	tall
corey brewer	2015	0.09537850919637383	0.41619806246923247	377	corey brewer	2008	2018	F-G	81	186	5-Mar-86	University of Florida	B	61	SF	29	82	1669	9.9	0.48100000000000004	0.406	0.254	2.8	10.4	6.6	10.0	2.5	0.9	11.3	17.8	0.1	1.2	1.2	0.035	-2.2	-1.0	-3.1	-0.5	HOU	2.6	6.7	0.384	0.7	2.7	0.272	1.8	4.0	0.46	0.439	1.3	1.7	0.75	0.5	1.9	2.4	1.3	1.0	0.2	1.0	2.0	7.2	2016	41	6482592	65.7	17.2	0.124	8	0.0	2.618534482758619	48.5	tall
corey brewer	2016	0.09537850919637383	0.41619806246923247	377	corey brewer	2008	2018	F-G	81	186	5-Mar-86	University of Florida	B	56	SF	30	82	1281	9.1	0.491	0.33899999999999997	0.195	2.7	11.6	7.1	10.7	2.3	1.3	12.7	14.3	0.0	1.2	1.2	0.045	-2.9	0.2	-2.7	-0.2	HOU	1.8	4.2	0.42200000000000004	0.3	1.4	0.22899999999999998	1.5	2.8	0.522	0.461	0.6	0.8	0.735	0.4	1.6	2.0	1.2	0.7	0.2	0.7	1.6	4.5	2017	55	6482592	65.7	17.2	0.124	9	0.0	3.618534482758619	48.5	tall
corey brewer	2017	0.14021118212352063	0.42257821471775125	762	corey brewer	2008	2018	F-G	81	186	5-Mar-86	University of Florida	B	63	SF-SG	31	72	1208	11.2	0.534	0.348	0.285	3.8	10.0	6.9	7.5	3.2	1.0	12.1	14.3	0.7	1.6	2.3	0.091	-1.6	1.0	-0.6	0.4	LAL	2.0	4.4	0.449	0.4	1.5	0.282	1.5	2.9	0.539	0.498	0.9	1.3	0.722	0.6	1.5	2.1	0.9	1.1	0.2	0.7	1.9	5.3	2018	42	13189366	55.0	6.7	0.4802	10	0.0	4.618534482758619	48.3	tall
cory joseph	2015	0.13730627592592598	0.4216352877615945	150	cory joseph	2012	2018	G	75	193	20-Aug-91	University of Texas at Austin	B	242	SG	24	80	2046	12.4	0.512	0.188	0.297	2.2	9.4	5.9	19.3	1.6	0.8	13.4	17.0	1.8	1.7	3.5	0.08199999999999999	-0.6	-0.4	-1.0	0.5	TOR	3.2	7.3	0.439	0.4	1.4	0.273	2.8	5.9	0.478	0.465	1.7	2.2	0.764	0.5	2.1	2.6	3.1	0.8	0.3	1.3	1.6	8.5	2016	56	5900000	47.7	8.9	0.37	4	2.381465517241381	0.0	38.800000000000004	medium
cory joseph	2016	0.13699767792302112	0.41832280973606323	153	cory joseph	2012	2018	G	75	193	20-Aug-91	University of Texas at Austin	B	241	PG	25	80	2003	13.2	0.518	0.204	0.185	2.9	10.4	6.6	20.0	1.7	0.6	13.1	18.4	1.7	1.7	3.4	0.08199999999999999	-0.4	-0.4	-0.8	0.6	TOR	3.7	8.3	0.452	0.6	1.7	0.35600000000000004	3.1	6.6	0.47700000000000004	0.489	1.2	1.5	0.77	0.6	2.3	2.9	3.3	0.8	0.2	1.4	1.8	9.3	2017	51	5900000	47.7	8.9	0.37	5	1.3814655172413808	0.0	38.800000000000004	medium
cory joseph	2017	0.26626919191919196	0.43341329210208684	99	cory joseph	2012	2018	G	75	193	20-Aug-91	University of Texas at Austin	B	269	PG	26	82	2210	11.0	0.503	0.315	0.156	2.0	11.4	6.7	16.1	1.8	0.7	11.9	14.8	1.2	2.0	3.1	0.068	-1.3	0.1	-1.2	0.5	IND	3.1	7.4	0.424	0.8	2.3	0.353	2.3	5.0	0.457	0.479	0.9	1.1	0.745	0.5	2.7	3.2	3.2	1.0	0.2	1.1	1.7	7.9	2018	48	1968768	77.4	14.9	0.2283	6	0.3814655172413808	0.0	62.50000000000001	medium
courtney lee	2015	0.050545570987654324	0.4333692268290004	108	courtney lee	2009	2018	G	77	200	3-Oct-85	Western Kentucky University	B	260	SG	30	79	2334	11.5	0.551	0.34	0.185	1.4	8.7	4.9	9.1	1.9	1.1	9.4	14.7	2.1	1.7	3.9	0.08	-0.5	-0.1	-0.6	0.9	MEM	3.7	8.1	0.45399999999999996	1.0	2.7	0.37799999999999995	2.6	5.3	0.493	0.518	1.3	1.5	0.8390000000000001	0.4	2.2	2.6	1.7	1.1	0.4	0.9	1.7	9.6	2016	42	1341339	47.2	46.6	0.2763	7	0.0	3.618534482758619	0.6000000000000014	medium
courtney lee	2016	0.050545570987654324	0.4333692268290004	108	courtney lee	2009	2018	G	77	200	3-Oct-85	Western Kentucky University	B	258	SG	31	77	2459	12.2	0.5589999999999999	0.382	0.139	2.3	9.0	5.7	10.6	1.6	0.8	8.5	14.4	3.1	1.1	4.2	0.081	0.6	-0.7	-0.1	1.1	NYK	4.2	9.1	0.456	1.4	3.5	0.401	2.8	5.6	0.49	0.5329999999999999	1.1	1.3	0.867	0.7	2.7	3.4	2.3	1.1	0.3	0.9	1.8	10.8	2017	31	20031443	58.7	17.1	0.772	8	0.0	4.618534482758619	41.6	medium
courtney lee	2017	0.0963473516746411	0.43006956305435934	190	courtney lee	2009	2018	G	77	200	3-Oct-85	Western Kentucky University	B	289	SG	32	76	2310	13.0	0.564	0.368	0.16399999999999998	1.4	9.3	5.4	11.3	1.7	0.6	9.4	16.9	2.7	1.2	3.9	0.08199999999999999	0.8	-0.7	0.0	1.2	NYK	4.5	9.9	0.45399999999999996	1.5	3.7	0.406	3.0	6.3	0.48200000000000004	0.529	1.5	1.6	0.919	0.4	2.6	2.9	2.4	1.1	0.2	1.1	1.4	12.0	2018	29	20031443	58.7	17.1	0.772	9	0.0	5.618534482758619	41.6	medium
cristiano felicio	2015	0.16054074297188756	0.44774484465143904	83	cristiano felicio	2016	2018	F-C	82	275	7-Jul-92		B	139	C	23	31	321	17.6	0.601	0.055999999999999994	0.486	10.0	23.1	16.7	12.1	0.9	3.0	12.9	13.7	0.7	0.4	1.2	0.175	-0.5	1.4	0.9	0.2	CHI	1.3	2.3	0.556	0.0	0.1	0.0	1.3	2.2	0.588	0.556	0.8	1.1	0.7140000000000001	1.0	2.3	3.3	0.8	0.2	0.4	0.4	1.0	3.4	2016	42	9528396	66.3	16.9	0.5296	0	3.381465517241381	0.0	49.4	tall
cristiano felicio	2016	0.16054074297188756	0.44774484465143904	83	cristiano felicio	2016	2018	F-C	82	275	7-Jul-92		B	133	C	24	66	1040	15.3	0.603	0.0	0.42100000000000004	12.8	19.5	16.1	5.7	1.2	1.3	11.2	12.4	2.1	1.3	3.4	0.158	-0.6	0.6	0.0	0.5	CHI	1.9	3.3	0.579	0.0	0.0	0.3191177829099309	1.9	3.3	0.579	0.579	0.9	1.4	0.645	1.9	2.8	4.7	0.6	0.4	0.3	0.5	1.7	4.8	2017	41	9528396	66.3	16.9	0.5296	1	2.381465517241381	0.0	49.4	tall
cristiano felicio	2017	0.1817495762711865	0.39150539118804756	118	cristiano felicio	2016	2018	F-C	82	275	7-Jul-92		B	157	C	25	55	977	12.5	0.614	0.009000000000000001	0.377	8.8	17.1	12.8	8.4	0.8	1.0	17.7	13.6	1.2	0.5	1.7	0.086	-2.3	-0.1	-2.4	-0.1	CHI	2.3	3.9	0.591	0.0	0.0	0.0	2.3	3.9	0.596	0.591	1.0	1.5	0.667	1.5	2.7	4.2	1.0	0.3	0.2	1.0	1.9	5.6	2018	27	9528396	66.3	16.9	0.5296	2	1.3814655172413808	0.0	49.4	tall
