fuzzy_name	year	compound_mean_mean	compound_mean_std	user_count	Player_FO	Tm	position	DYAR	DVOA	TD	z_DYAR	z_DVOA	z_TD	player_join	Player	level_1	start_year	end_year	url	height	weight	birth_date	race	salary	standard_salary	Wins	total_population	metro_percent_white	metro_percent_black	clinton_vote_lead	experience	youth	oldness	rookie	white_black_diff	height_dummies
chad henne	2013	0.06646197916666668	0.4664732486314602	32	C.Henne	JAC	qb	-94	-13.9	13	-0.6731091369706197	-0.5572961525621398	-0.42746670218086746	c henne	chad henne	5.0	2008.0	2017.0	/players/H/HennCh01.htm	75.0	222.0	July 2, 1985	W		14.863362723999122	4.0	1424097.0	70.4	21.4	-0.015006974021	5.0	0.0	0.41197183098591506	False	49.00000000000001	tall
charles clay	2013	0.30851388888888887	0.3739254486114592	18	C.Clay	MIA	te	88	6.0	6	0.6386725653273274	0.1503303386195079	0.6105269499936985	c clay	charles clay	2.0	2011.0	2018.0	/players/C/ClayCh00.htm	75.0	255.0	February 13, 1989	B		14.863362723999122	8.0	5926955.0	71.1	21.4	0.2956	2.0	2.588028169014085	0.0	False	49.699999999999996	tall
charles clay	2014	0.12373437499999998	0.5131798303125166	16	C.Clay	MIA	te	2	-6.9	3	-0.3555965748794909	-0.2827196924777434	-0.17502626191180065	c clay	charles clay	3.0	2011.0	2018.0	/players/C/ClayCh00.htm	75.0	255.0	February 13, 1989	B	1459000.0	14.193261827504926	8.0	5926955.0	71.1	21.4	0.2956	3.0	1.588028169014085	0.0	False	49.699999999999996	tall
charles clay	2015	0.4824583333333334	0.2462302080955704	12	C.Clay	BUF	te	6	-6.0	3	-0.4314312935877631	-0.30106939465812016	-0.1920476901869971	c clay	charles clay	4.0	2011.0	2018.0	/players/C/ClayCh00.htm	75.0	255.0	February 13, 1989	B		14.863362723999122	8.0	1135503.0	80.2	12.2	0.047614077568	4.0	0.588028169014085	0.0	False	68.0	tall
charles clay	2017	0.25692000000000004	0.37982601317671	15	C.Clay	BUF	te	22	-2.8	2	-0.15589776236901084	-0.1862420238748067	-0.5423133088805785	c clay	charles clay	6.0	2011.0	2018.0	/players/C/ClayCh00.htm	75.0	255.0	February 13, 1989	B	9000000.0	16.012735135300492	9.0	1135503.0	80.2	12.2	0.047614077568	6.0	0.0	1.411971830985915	False	68.0	tall
charlie whitehurst	2014	0.23159999999999994	0.4467180937523286	36	C.Whitehurst	TEN	qb	49	-7.2	7	-0.4918558363495916	-0.2528188131007455	-0.9812013950337696	c whitehurst	charlie whitehurst	5.0	2006.0	2016.0	/players/W/WhitCh02.htm	76.0	220.0	August 6, 1982	W	1500000.0	14.220975666072441	2.0	1794570.0	78.0	15.2	0.260390984529	8.0	0.0	3.411971830985915	False	62.8	tall
chris hogan	2016	0.17100972222222222	0.43760565578407046	36	C.Hogan	BOS	wr	145	18.0	4	0.2934118898802524	1.1337164042313237	-0.1692419684081509	c hogan	chris hogan	4.0	2012.0	2018.0	/players/H/HogaCh00.htm	73.0	210.0	October 24, 1988	W	5500000.0	15.520258650202699	14.0	4728844.0	77.3	8.0	0.3815	4.0	0.588028169014085	0.0	False	69.3	tall
chris hogan	2017	0.13045266666666666	0.3910762358685467	25	C.Hogan	BOS	wr	71	2.5	5	-0.34219485229677	0.06440635687845286	0.2855300234773965	c hogan	chris hogan	5.0	2012.0	2018.0	/players/H/HogaCh00.htm	73.0	210.0	October 24, 1988	W	2968750.0	14.903651546765088	13.0	4728844.0	77.3	8.0	0.3815	5.0	0.0	0.41197183098591506	False	69.3	tall
chris ivory	2013	0.2130735	0.405912070714661	70	C.Ivory	NYJ	rb	2	-8.3	3	-0.5560161083971511	-0.5226212811498471	-0.8852067011708888	c ivory	chris ivory	3.0	2010.0	2018.0	/players/I/IvorCh00.htm	72.0	223.0	March 22, 1988	B		14.863362723999122	8.0	20031443.0	58.7	17.1	0.6183	3.0	1.588028169014085	0.0	False	41.6	short
chris ivory	2014	0.19437067901234562	0.43925351703895976	81	C.Ivory	NYJ	rb	69	-0.6	6	-0.05161624455226047	0.03898349589648483	0.15393474712649005	c ivory	chris ivory	4.0	2010.0	2018.0	/players/I/IvorCh00.htm	72.0	223.0	March 22, 1988	B	1750000.0	14.375126345899696	4.0	20031443.0	58.7	17.1	0.6183	4.0	0.588028169014085	0.0	False	41.6	short
chris ivory	2015	0.17358110215053776	0.41516061829296114	155	C.Ivory	NYJ	rb	-31	-11.5	7	-1.3013083496625726	-1.0912138209721678	0.7734518865954012	c ivory	chris ivory	5.0	2010.0	2018.0	/players/I/IvorCh00.htm	72.0	223.0	March 22, 1988	B	2750000.0	14.827111469642755	10.0	20031443.0	58.7	17.1	0.6183	5.0	0.0	0.41197183098591506	False	41.6	short
chris ivory	2016	0.010187525879917187	0.4168604110688602	46	C.Ivory	JAC	rb	-125	-34.3	3	-1.688608266846738	-2.2022799347554085	-0.8775821789837308	c ivory	chris ivory	6.0	2010.0	2018.0	/players/I/IvorCh00.htm	72.0	223.0	March 22, 1988	B	3468750.0	15.059304856476881	3.0	1424097.0	70.4	21.4	-0.015006974021	6.0	0.0	1.411971830985915	False	49.00000000000001	short
chris ivory	2017	0.02555952380952382	0.4736098328573619	35	C.Ivory	JAC	rb	-38	-17.0	1	-1.0647881041966747	-1.2690921046225567	-1.2595663275475155	c ivory	chris ivory	7.0	2010.0	2018.0	/players/I/IvorCh00.htm	72.0	223.0	March 22, 1988	B	6000000.0	15.60727002719233	10.0	1424097.0	70.4	21.4	-0.015006974021	7.0	0.0	2.411971830985915	False	49.00000000000001	short
christian mccaffrey	2017	0.271325	0.3596658022639654	12	C.McCaffrey	CHO	rb	11	-6.2	2	-0.547881062888719	-0.4172127707077064	-0.9269842073523852	c mccaffrey	christian mccaffrey	0.0	2017.0	2018.0	/players/M/McCaCh01.htm	71.0	205.0	June 7, 1996	W	3134782.0	14.95807019215125	11.0	2381152.0	68.4	22.2	0.2987	0.0	4.588028169014085	0.0	True	46.2	short
christian ponder	2013	0.0635033933760763	0.40040637618874164	529	C.Ponder	MIN	qb	-42	-13.5	7	-0.5898114808010048	-0.5370512872823849	-0.9823513636656472	c ponder	christian ponder	2.0	2011.0	2014.0	/players/P/PondCh00.htm	74.0	222.0	February 25, 1988	W		14.863362723999122	5.0	3488436.0	80.3	7.8	0.3531	2.0	2.588028169014085	0.0	False	72.5	tall
clay harbor	2013	-0.04595072463768117	0.41969392645833786	23	C.Harbor	JAC	te	18	0.4	2	-0.3958378966593145	-0.19929787562911944	-0.6868428187429105	c harbor	clay harbor	3.0	2010.0	2016.0	/players/H/HarbCl00.htm	75.0	240.0	July 2, 1987	B		14.863362723999122	4.0	1424097.0	70.4	21.4	-0.015006974021	3.0	1.588028169014085	0.0	False	49.00000000000001	tall
clay harbor	2014	-0.20331000000000002	0.5155033645497078	30	C.Harbor	JAC	te	5	-4.8	1	-0.31852952398864753	-0.16482625439131346	-0.8232716763999511	c harbor	clay harbor	4.0	2010.0	2016.0	/players/H/HarbCl00.htm	75.0	240.0	July 2, 1987	B	1500000.0	14.220975666072441	3.0	1424097.0	70.4	21.4	-0.015006974021	4.0	0.588028169014085	0.0	False	49.00000000000001	tall
clive walford	2015	0.20933555555555558	0.41025335947797303	15	C.Walford	OAK	te	10	-4.1	3	-0.3818191267941308	-0.20260964324950773	-0.1920476901869971	c walford	clive walford	0.0	2015.0	2017.0	/players/W/WalfCl00.htm	76.0	250.0	October 21, 1991	B	633626.0	13.359214153993962	7.0	4577530.0	52.1	7.6	0.6444	0.0	4.588028169014085	0.0	True	44.5	tall
clive walford	2016	0.30621818181818183	0.4789318841300542	11	C.Walford	OAK	te	9	-4.7	3	-0.3219826490909557	-0.2292020874549441	-0.18516968072498646	c walford	clive walford	1.0	2015.0	2017.0	/players/W/WalfCl00.htm	76.0	250.0	October 21, 1991	B	781126.0	13.568491747435395	12.0	4577530.0	52.1	7.6	0.6444	1.0	3.588028169014085	0.0	True	44.5	tall
coby fleener	2013	0.24281303921568628	0.38817093407004766	34	C.Fleener	IND	te	-24	-11.3	4	-1.0165441738512997	-0.9297711089700016	-0.03815793437460602	c fleener	coby fleener	1.0	2012.0	2017.0	/players/F/FleeCo00.htm	78.0	251.0	September 20, 1988	W		14.863362723999122	11.0	1968768.0	77.4	14.9	0.2283	1.0	3.588028169014085	0.0	True	62.50000000000001	tall
coby fleener	2014	0.08147985074626866	0.38929541662062916	67	C.Fleener	IND	te	112	10.1	8	1.0035286244514334	0.6716557586981179	1.4455872743085756	c fleener	coby fleener	2.0	2012.0	2017.0	/players/F/FleeCo00.htm	78.0	251.0	September 20, 1988	W	1456813.0	14.191761731024034	11.0	1968768.0	77.4	14.9	0.2283	2.0	2.588028169014085	0.0	False	62.50000000000001	tall
coby fleener	2015	0.1302857894736842	0.32006235998831	19	C.Fleener	IND	te	-49	-15.9	3	-1.113598587000207	-0.8140965204187847	-0.1920476901869971	c fleener	coby fleener	3.0	2012.0	2017.0	/players/F/FleeCo00.htm	78.0	251.0	September 20, 1988	W	1699615.0	14.345912312789874	8.0	1968768.0	77.4	14.9	0.2283	3.0	1.588028169014085	0.0	False	62.50000000000001	tall
coby fleener	2016	0.057971249999999974	0.48285184566010697	40	C.Fleener	NOP	te	16	-4.5	3	-0.2418602279106715	-0.21996168778541966	-0.18516968072498646	c fleener	coby fleener	4.0	2012.0	2017.0	/players/F/FleeCo00.htm	78.0	251.0	September 20, 1988	W	2400000.0	14.690979295318177	7.0	1250247.0	58.2	34.9	0.66	4.0	0.588028169014085	0.0	False	23.300000000000004	tall
coby fleener	2017	0.011054999999999995	0.45091256676701863	20	C.Fleener	NOP	te	107	50.1	2	0.9876162814036832	2.5790984065701106	-0.5423133088805785	c fleener	coby fleener	5.0	2012.0	2017.0	/players/F/FleeCo00.htm	78.0	251.0	September 20, 1988	W		14.863362723999122	11.0	1250247.0	58.2	34.9	0.66	5.0	0.0	0.41197183098591506	False	23.300000000000004	tall
cody kessler	2016	0.18526885042223837	0.38969798023247837	308	C.Kessler	CLE	qb	50	-7.6	6	-0.6293394167216354	-0.36964150451755	-1.6911529560144245	c kessler	cody kessler	0.0	2016.0	2017.0	/players/K/KessCo00.htm	73.0	215.0	May 11, 1993	W	616197.0	13.331321996583679	1.0	2061630.0	74.0	20.0	0.3499	0.0	4.588028169014085	0.0	True	54.0	tall
cole beasley	2014	0.145128125	0.407546584645547	16	C.Beasley	DAL	wr	117	16.7	4	-0.006593886031252468	1.028186147397936	-0.2575587713268042	c beasley	cole beasley	2.0	2012.0	2018.0	/players/B/BeasCo00.htm	68.0	180.0	April 26, 1989	W	570500.0	13.254268448284268	12.0	6957123.0	69.7	15.3	0.2624	2.0	2.588028169014085	0.0	False	54.400000000000006	short
cole beasley	2016	0.049178947368421044	0.4004302077785401	38	C.Beasley	DAL	wr	341	31.0	5	1.854434315278396	1.9672912814699983	0.19232041864562635	c beasley	cole beasley	4.0	2012.0	2018.0	/players/B/BeasCo00.htm	68.0	180.0	April 26, 1989	W	3356000.0	15.026260346569236	13.0	6957123.0	69.7	15.3	0.2624	4.0	0.588028169014085	0.0	False	54.400000000000006	short
cole beasley	2017	0.19924444444444445	0.33446600499412793	18	C.Beasley	DAL	wr	-22	-16.9	4	-1.1331990224324826	-1.2163512809762644	-0.08097120068762009	c beasley	cole beasley	5.0	2012.0	2018.0	/players/B/BeasCo00.htm	68.0	180.0	April 26, 1989	W	4500000.0	15.319587954740546	9.0	6957123.0	69.7	15.3	0.2624	5.0	0.0	0.41197183098591506	False	54.400000000000006	short
colin kaepernick	2013	0.0762191271913333	0.4268866650411981	604	C.Kaepernick	SF	qb	791	16.6	21	0.7445528959160972	0.9863748250191654	0.31237951313217216	c kaepernick	colin kaepernick	2.0	2011.0	2016.0	/players/K/KaepCo00.htm	76.0	225.0	November 3, 1987	B		14.863362723999122	12.0	4577530.0	52.1	7.6	0.7608918819033	2.0	2.588028169014085	0.0	False	44.5	tall
colin kaepernick	2014	0.06985995825984721	0.4349582889697568	405	C.Kaepernick	SF	qb	91	-8.4	19	-0.4186361178403242	-0.3174307846966767	0.10948141881429416	c kaepernick	colin kaepernick	3.0	2011.0	2016.0	/players/K/KaepCo00.htm	76.0	225.0	November 3, 1987	B	3767444.0	15.141907345404167	8.0	4577530.0	52.1	7.6	0.7608918819033	3.0	1.588028169014085	0.0	False	44.5	tall
colin kaepernick	2015	0.06417740714090717	0.4369562874801497	370	C.Kaepernick	SF	qb	-182	-21.5	6	-1.12782618787653	-1.3115540750738923	-1.4721495628573844	c kaepernick	colin kaepernick	4.0	2011.0	2016.0	/players/K/KaepCo00.htm	76.0	225.0	November 3, 1987	B		14.863362723999122	5.0	4577530.0	52.1	7.6	0.7608918819033	4.0	0.588028169014085	0.0	False	44.5	tall
colin kaepernick	2016	0.01368093532729898	0.44444180892262897	363	C.Kaepernick	SF	qb	-145	-17.5	16	-0.9367073970431412	-0.8358135930173903	-0.5896357049705464	c kaepernick	colin kaepernick	5.0	2011.0	2016.0	/players/K/KaepCo00.htm	76.0	225.0	November 3, 1987	B	16765753.0	16.634848851875308	2.0	4577530.0	52.1	7.6	0.7608918819033	5.0	0.0	0.41197183098591506	False	44.5	tall
colt mccoy	2014	0.11851997635933807	0.4526426759072324	141	C.McCoy	WAS	qb	-43	-15.9	4	-0.6522418864175107	-0.7212556071712459	-1.2538720984957856	c mccoy	colt mccoy	4.0	2010.0	2018.0	/players/M/McCoCo00.htm	73.0	210.0	September 5, 1986	W	635000.0	13.36138027787483	4.0	6011752.0	55.1	25.4	0.3622	4.0	0.588028169014085	0.0	False	29.700000000000003	tall
cooper kupp	2017	0.43639062500000003	0.30950854173390757	16	C.Kupp	LAR	wr	272	24.8	5	1.3673948057384802	1.5366174560619683	0.2855300234773965	c kupp	cooper kupp	0.0	2017.0	2018.0	/players/K/KuppCo00.htm	74.0	208.0	June 15, 1993	W	703690.0	13.46409319725256	11.0	13189366.0	55.0	6.7	0.4802	0.0	4.588028169014085	0.0	True	48.3	tall
cordarrelle patterson	2013	0.11392222222222222	0.40412892395804484	27	C.Patterson	MIN	wr	4	-12.0	4	-0.8287856579734301	-0.807398887344338	-0.17314983726199182	c patterson	cordarrelle patterson	0.0	2013.0	2018.0	/players/P/PattCo00.htm	74.0	220.0	March 17, 1991	B		14.863362723999122	5.0	3488436.0	80.3	7.8	0.3531	0.0	4.588028169014085	0.0	True	72.5	tall
cordarrelle patterson	2014	0.189444623655914	0.4171913862118808	31	C.Patterson	MIN	wr	-64	-25.0	1	-1.257605010538882	-1.6860367472720583	-1.1193900446126497	c patterson	cordarrelle patterson	1.0	2013.0	2018.0	/players/P/PattCo00.htm	74.0	220.0	March 17, 1991	B	1641148.0	14.310906554914654	7.0	3488436.0	80.3	7.8	0.3531	1.0	3.588028169014085	0.0	True	72.5	tall
cordarrelle patterson	2016	0.3614357142857143	0.3830673983821864	14	C.Patterson	MIN	wr	17	-9.5	2	-0.7260313267062903	-0.6296150668504885	-0.8923667425157054	c patterson	cordarrelle patterson	3.0	2013.0	2018.0	/players/P/PattCo00.htm	74.0	220.0	March 17, 1991	B	2297607.0	14.647378704488785	8.0	3488436.0	80.3	7.8	0.3531	3.0	1.588028169014085	0.0	False	72.5	tall
corey coleman	2016	0.25039736842105265	0.43513840501668866	19	C.Coleman	CLE	wr	-57	-22.9	3	-1.3153969362953857	-1.4888384018503529	-0.5308043554619281	c coleman	corey coleman	0.0	2016.0	2017.0	/players/C/ColeCo00.htm	71.0	185.0	July 6, 1994	B	2119090.0	14.566497309213045	1.0	2061630.0	74.0	20.0	0.3499	0.0	4.588028169014085	0.0	True	54.0	short
corey coleman	2017	0.137596	0.473234972890494	25	C.Coleman	CLE	wr	-41	-21.5	2	-1.2948020249333272	-1.5200360817047027	-0.8139736490176532	c coleman	corey coleman	1.0	2016.0	2017.0	/players/C/ColeCo00.htm	71.0	185.0	July 6, 1994	B	2648863.0	14.78964104928751	0.0	2061630.0	74.0	20.0	0.3499	1.0	3.588028169014085	0.0	True	54.0	short
corey davis	2017	0.2937690476190477	0.3758147800764399	35	C.Davis	TEN	wr	-88	-30.2	0	-1.6945568205933108	-2.0943964656910965	-1.5469760973476865	c davis	corey davis	0.0	2017.0	2018.0	/players/D/DaviCo03.htm	75.0	209.0	January 11, 1995	B	4617216.0	15.345302484020536	9.0	1794570.0	78.0	15.2	0.260390984529	0.0	4.588028169014085	0.0	True	62.8	tall
dak prescott	2016	0.16159484541206437	0.3919483204840309	1843	D.Prescott	DAL	qb	1302	31.6	23	1.3441206415477258	1.4762116135828276	0.1814263707601683	d prescott	dak prescott	0.0	2016.0	2018.0	/players/P/PresDa01.htm	74.0	238.0	July 29, 1993	B	545848.0	13.210095827691445	13.0	6957123.0	69.7	15.3	0.2624	0.0	4.588028169014085	0.0	True	54.400000000000006	tall
dak prescott	2017	0.08785409866384984	0.4102298926103497	1081	D.Prescott	DAL	qb	375	-0.2	22	-0.07438016759105169	-0.05258546238421837	0.33826480296223105	d prescott	dak prescott	1.0	2016.0	2018.0	/players/P/PresDa01.htm	74.0	238.0	July 29, 1993	B	635848.0	13.36271482004802	9.0	6957123.0	69.7	15.3	0.2624	1.0	3.588028169014085	0.0	True	54.400000000000006	tall
danny amendola	2013	0.07066882556131256	0.4149722771834505	193	D.Amendola	BOS	wr	163	12.3	2	0.3838853814539507	0.7171921734586905	-0.7964892514051626	d amendola	danny amendola	4.0	2009.0	2018.0	/players/A/AmenDa00.htm	71.0	190.0	November 2, 1985	W		14.863362723999122	12.0	4728844.0	77.3	8.0	0.3815	4.0	0.588028169014085	0.0	False	69.3	short
danny amendola	2015	0.05586567869415807	0.4100714385516796	194	D.Amendola	BOS	wr	139	8.6	3	0.13721138544892367	0.3972274469483979	-0.6640491391587947	d amendola	danny amendola	6.0	2009.0	2018.0	/players/A/AmenDa00.htm	71.0	190.0	November 2, 1985	W	3116666.0	14.952274398692994	12.0	4728844.0	77.3	8.0	0.3815	6.0	0.0	1.411971830985915	False	69.3	short
danny amendola	2017	0.06552795454545456	0.4667707904802404	110	D.Amendola	BOS	wr	138	8.4	2	0.22766836704831336	0.4539151230301453	-0.8139736490176532	d amendola	danny amendola	8.0	2009.0	2018.0	/players/A/AmenDa00.htm	71.0	190.0	November 2, 1985	W	3041668.0	14.927916607120789	13.0	4728844.0	77.3	8.0	0.3815	8.0	0.0	3.411971830985915	False	69.3	short
danny woodhead	2013	0.18676353233830845	0.41164735618621184	134	D.Woodhead	SDG	rb	104	13.7	2	0.39426596777252537	1.1666266235358105	-1.2102435367570743	d woodhead	danny woodhead	6.0	2009.0	2017.0	/players/W/WoodDa02.htm	69.0	200.0	January 25, 1985	W		14.863362723999122	9.0	3253356.0	71.0	5.0	0.17835795150699998	4.0	0.588028169014085	0.0	False	66.0	short
darren mcfadden	2013	0.191228125	0.2995132606795844	16	D.McFadden	OAK	rb	-38	-17.0	5	-0.9286757461107498	-1.190642043457357	-0.23513302999851746	d mcfadden	darren mcfadden	5.0	2008.0	2017.0	/players/M/McFaDa00.htm	74.0	210.0	August 27, 1987	B		14.863362723999122	4.0	4577530.0	52.1	7.6	0.6444	5.0	0.0	0.41197183098591506	False	44.5	tall
darren mcfadden	2014	0.3196272727272727	0.32776923922451623	11	D.McFadden	OAK	rb	-33	-13.9	2	-0.9871073544952952	-1.1532443812799682	-1.1068641340999998	d mcfadden	darren mcfadden	6.0	2008.0	2017.0	/players/M/McFaDa00.htm	74.0	210.0	August 27, 1987	B	1718000.0	14.35667138152634	3.0	4577530.0	52.1	7.6	0.6444	6.0	0.0	1.411971830985915	False	44.5	tall
darren mcfadden	2015	0.11355789473684211	0.4612289288361276	19	D.McFadden	DAL	rb	83	-0.4	3	0.26776921810364473	-0.08260513406299531	-0.5481746380724689	d mcfadden	darren mcfadden	7.0	2008.0	2017.0	/players/M/McFaDa00.htm	74.0	210.0	August 27, 1987	B	1150000.0	13.955272500339431	4.0	6957123.0	69.7	15.3	0.2624	7.0	0.0	2.411971830985915	False	54.400000000000006	tall
darrius heyward-bey	2013	-0.018705882352941173	0.415624042059931	17	D.Heyward-Bey	IND	wr	-63	-24.5	1	-1.339785404147232	-1.5916535482512455	-1.108158958476748	d heyward-bey	darrius heyward-bey	4.0	2009.0	2018.0	/players/H/HeywDa00.htm	74.0	210.0	February 26, 1987	B		14.863362723999122	11.0	1968768.0	77.4	14.9	0.2283	4.0	0.588028169014085	0.0	False	62.50000000000001	tall
davante adams	2014	0.12919354838709673	0.442818947716772	31	D.Adams	GB	wr	19	-9.0	3	-0.6839369258199136	-0.6446082984778161	-0.544835862422086	d adams	davante adams	0.0	2014.0	2018.0	/players/A/AdamDa01.htm	73.0	215.0	December 24, 1992	B	715164.0	13.480267166004095	12.0	314555.0	88.0	1.9	-0.108504513832	0.0	4.588028169014085	0.0	True	86.1	tall
davante adams	2015	0.09040467171717172	0.41297021871558653	44	D.Adams	GB	wr	-109	-27.8	1	-1.832497764548399	-2.006632440298279	-1.2753959656859388	d adams	davante adams	1.0	2014.0	2018.0	/players/A/AdamDa01.htm	73.0	215.0	December 24, 1992	B	893955.0	13.703410717318304	10.0	314555.0	88.0	1.9	-0.108504513832	1.0	3.588028169014085	0.0	True	86.1	tall
davante adams	2016	0.10825378787878787	0.461437610860017	66	D.Adams	GB	wr	230	11.3	12	0.9703859008947534	0.7041047367313911	2.723257128022067	d adams	davante adams	2.0	2014.0	2018.0	/players/A/AdamDa01.htm	73.0	215.0	December 24, 1992	B	1072746.0	13.88573227411226	10.0	314555.0	88.0	1.9	-0.108504513832	2.0	2.588028169014085	0.0	False	86.1	tall
davante adams	2017	0.08655318518518519	0.4394520114401335	90	D.Adams	GB	wr	215	10.3	10	0.8825857982359465	0.5793501494179785	2.11803614430248	d adams	davante adams	3.0	2014.0	2018.0	/players/A/AdamDa01.htm	73.0	215.0	December 24, 1992	B	4857127.0	15.39595766881391	7.0	314555.0	88.0	1.9	-0.108504513832	3.0	1.588028169014085	0.0	False	86.1	tall
david nelson	2013	0.407165	0.25363268503224634	10	D.Nelson	NYJ	wr	67	2.4	2	-0.3482933593323924	0.09606248202041964	-0.7964892514051626	d nelson	david nelson	3.0	2010.0	2014.0	/players/N/NelsDa01.htm	77.0	217.0	November 7, 1986	B		14.863362723999122	8.0	20031443.0	58.7	17.1	0.6183	3.0	1.588028169014085	0.0	False	41.6	tall
david njoku	2017	0.11833956521739132	0.4486075489827917	23	D.Njoku	CLE	te	-10	-9.7	4	-0.5863971670834368	-0.5469386017589263	0.3087014219781755	d njoku	david njoku	0.0	2017.0	2018.0	/players/N/NjokDa00.htm	76.0	246.0	July 10, 1996	B	1731835.0	14.36469209797755	0.0	2061630.0	74.0	20.0	0.3499	0.0	4.588028169014085	0.0	True	54.0	tall
davone bess	2013	0.10191726907630524	0.446642291915062	83	D.Bess	CLE	wr	-135	-32.3	2	-1.8889194597369887	-2.0810284566571555	-0.7964892514051626	d bess	davone bess	5.0	2008.0	2013.0	/players/B/BessDa00.htm	70.0	190.0	September 13, 1985	B		14.863362723999122	4.0	2061630.0	74.0	20.0	0.3499	5.0	0.0	0.41197183098591506	False	54.0	short
deandre hopkins	2013	0.189925	0.47743638696997237	18	D.Hopkins	HOU	wr	139	6.9	2	0.20084069625736486	0.3783941599469065	-0.7964892514051626	d hopkins	deandre hopkins	0.0	2013.0	2018.0	/players/H/HopkDe00.htm	73.0	212.0	June 6, 1992	B		14.863362723999122	2.0	6482592.0	65.7	17.2	0.124	0.0	4.588028169014085	0.0	True	48.5	tall
deandre hopkins	2014	0.29858	0.48001803708535024	23	D.Hopkins	HOU	wr	237	10.3	6	0.8228057545262918	0.611614767880239	0.3169954108637593	d hopkins	deandre hopkins	1.0	2013.0	2018.0	/players/H/HopkDe00.htm	73.0	212.0	June 6, 1992	B	1733341.0	14.365561317950688	9.0	6482592.0	65.7	17.2	0.124	1.0	3.588028169014085	0.0	True	48.5	tall
deandre hopkins	2015	0.10148244047619048	0.46633920694439984	56	D.Hopkins	HOU	wr	268	4.8	11	1.1617778384717246	0.14627504113693165	1.7813381669497823	d hopkins	deandre hopkins	2.0	2013.0	2018.0	/players/H/HopkDe00.htm	73.0	212.0	June 6, 1992	B	2080010.0	14.547883259358251	9.0	6482592.0	65.7	17.2	0.124	2.0	2.588028169014085	0.0	False	48.5	tall
deandre hopkins	2016	0.0324611111111111	0.403742102883791	27	D.Hopkins	HOU	wr	43	-9.3	4	-0.5189569233371488	-0.6167908379698936	-0.1692419684081509	d hopkins	deandre hopkins	3.0	2013.0	2018.0	/players/H/HopkDe00.htm	73.0	212.0	June 6, 1992	B	2426678.0	14.702033801823525	9.0	6482592.0	65.7	17.2	0.124	3.0	1.588028169014085	0.0	False	48.5	tall
deandre hopkins	2017	0.2149923076923078	0.35947974735033505	39	D.Hopkins	HOU	wr	367	13.3	13	2.1754098182427017	0.7774054542408728	3.2175398167975287	d hopkins	deandre hopkins	4.0	2013.0	2018.0	/players/H/HopkDe00.htm	73.0	212.0	June 6, 1992	B	18000000.0	16.70588231586044	4.0	6482592.0	65.7	17.2	0.124	4.0	0.588028169014085	0.0	False	48.5	tall
deangelo williams	2015	0.11846981132075472	0.5053414735963221	53	De.Williams	PIT	rb	184	12.1	11	1.6579168877912582	1.05321545930319	2.0950784112632714	de williams	deangelo williams	9.0	2006.0	2016.0	/players/W/WillDe02.htm	68.0	210.0	April 25, 1983	B	1435000.0	14.17667540717586	10.0	2354926.0	87.1	8.2	0.164075606407	9.0	0.0	4.411971830985915	False	78.89999999999999	short
dede westbrook	2017	0.3618291666666667	0.2577500854936225	12	D.Westbrook	JAC	wr	-35	-21.5	1	-1.243769497827797	-1.5200360817047027	-1.1804748731826695	d westbrook	dede westbrook	0.0	2017.0	2018.0	/players/W/WestDe00.htm	72.0	178.0	November 21, 1993	B	551981.0	13.221268904376984	10.0	1424097.0	70.4	21.4	-0.015006974021	0.0	4.588028169014085	0.0	True	49.00000000000001	short
delanie walker	2013	0.18270833333333336	0.4336986199782223	24	D.Walker	TEN	te	38	-0.7	6	-0.10026347894884537	-0.2679748462850998	0.6105269499936985	d walker	delanie walker	7.0	2006.0	2018.0	/players/W/WalkHu00.htm	74.0	248.0	August 12, 1984	B		14.863362723999122	7.0	1794570.0	78.0	15.2	0.260390984529	7.0	0.0	2.411971830985915	False	62.8	tall
delanie walker	2014	0.049820098039215666	0.39605688206957124	34	D.Walker	TEN	te	12	-5.6	4	-0.23203973857667964	-0.20973804032900106	0.1490964453322746	d walker	delanie walker	8.0	2006.0	2018.0	/players/W/WalkHu00.htm	74.0	248.0	August 12, 1984	B	4000000.0	15.201804919084164	2.0	1794570.0	78.0	15.2	0.260390984529	8.0	0.0	3.411971830985915	False	62.8	tall
delanie walker	2015	0.24316170212765947	0.42292967503253626	47	D.Walker	TEN	te	174	13.0	6	1.6522797117447934	0.6835281194280036	0.8573557597633803	d walker	delanie walker	9.0	2006.0	2018.0	/players/W/WalkHu00.htm	74.0	248.0	August 12, 1984	B	5275000.0	15.478489237326405	3.0	1794570.0	78.0	15.2	0.260390984529	9.0	0.0	4.411971830985915	False	62.8	tall
delanie walker	2016	0.1821260683760684	0.4423594138980796	39	D.Walker	TEN	te	102	8.4	7	0.7425009465899628	0.3760440908989096	1.707675944463764	d walker	delanie walker	10.0	2006.0	2018.0	/players/W/WalkHu00.htm	74.0	248.0	August 12, 1984	B	6267708.0	15.650921295540098	9.0	1794570.0	78.0	15.2	0.260390984529	10.0	0.0	5.411971830985915	False	62.8	tall
